sport,team_a_form,team_b_form,team_a_strength,team_b_strength,home_advantage,head_to_head_advantage,team_a_avg_goals,team_b_avg_goals,team_a_avg_conceded,team_b_avg_conceded,winner
football,0.798,0.758,0.8342,0.6857,1,0.5925,2.51,2.3,0.43,1.09,1
football,0.8574,0.596,0.5339,0.5793,0,0.3791,1.49,1.63,1.03,0.91,1
basketball,0.6217,0.608,0.5984,0.5979,1,0.4057,122.67,119.26,114.93,110.17,1
cricket,0.6821,0.5278,0.6166,0.4699,1,0.5736,163.75,137.96,6.87,8.6,1
basketball,0.5894,0.6457,0.6318,0.5647,1,0.463,121.13,116.04,102.27,115.91,1
cricket,0.5199,0.6209,0.5427,0.6032,0,0.5212,147.34,158.08,7.48,6.78,0
football,0.7641,0.8121,0.4718,0.4354,1,0.475,1.35,0.99,1.24,1.01,1
cricket,0.769,0.6235,0.6397,0.4792,1,0.5746,156.59,141.71,5.75,8.65,0
football,0.6649,0.6929,0.5374,0.6344,0,0.5254,1.46,1.69,0.97,0.65,1
cricket,0.591,0.6846,0.5482,0.6549,0,0.3885,144.04,175.24,7.1,6.77,0
football,0.7791,0.726,0.5411,0.8069,1,0.5504,1.65,2.54,1.18,0.63,0
basketball,0.494,0.6983,0.6354,0.6762,1,0.5257,122.23,127.79,102.74,97.99,0
basketball,0.6334,0.8292,0.6052,0.5951,1,0.5523,117.35,113.31,105.15,102.47,1
football,0.6841,0.7349,0.6432,0.555,1,0.6942,1.85,1.4,0.79,0.79,1
football,0.8107,0.7527,0.58,0.6083,1,0.6414,1.59,1.72,0.87,0.85,1
cricket,0.5588,0.5504,0.5492,0.6165,0,0.5308,143.68,173.44,7.05,7.59,0
basketball,0.7849,0.769,0.5366,0.5989,1,0.4278,102.72,116.65,105.46,106.09,0
basketball,0.7307,0.6939,0.5757,0.5987,1,0.4977,115.68,122.12,111.94,114.05,1
basketball,0.7098,0.635,0.6108,0.6363,0,0.4555,116.83,123.16,102.64,103.8,1
basketball,0.7019,0.795,0.5887,0.5914,1,0.4199,125.75,120.88,122.39,114.54,1
cricket,0.5576,0.6254,0.5918,0.6001,0,0.4172,164.2,160.5,7.52,7.03,1
cricket,0.7924,0.497,0.5816,0.558,1,0.4306,155.65,147.11,7.13,7.08,0
football,0.5393,0.6994,0.542,0.673,0,0.5518,1.69,2.12,1.22,0.94,0
football,0.7786,0.6503,0.6092,0.6136,0,0.4792,1.62,1.86,0.72,0.99,0
cricket,0.4514,0.7361,0.5052,0.6556,1,0.5238,131.35,167.98,7.22,6.21,0
cricket,0.5822,0.6736,0.5797,0.5237,1,0.5099,158.83,135.75,7.42,7.09,0
football,0.7992,0.8266,0.596,0.7047,0,0.5171,1.43,1.97,0.56,0.56,0
basketball,0.6597,0.4753,0.5013,0.4509,1,0.4457,103.96,95.0,118.3,121.12,1
basketball,0.6436,0.6758,0.6371,0.6061,1,0.5167,135.0,118.52,113.41,106.52,1
football,0.6734,0.8985,0.5814,0.7435,1,0.5115,1.47,2.24,0.7,0.65,0
cricket,0.5377,0.6789,0.6727,0.6362,0,0.5723,171.27,183.16,6.03,7.83,1
basketball,0.5697,0.6468,0.594,0.6635,0,0.4112,122.22,130.22,115.65,105.15,1
basketball,0.6981,0.6395,0.6041,0.5286,0,0.5245,125.66,108.48,117.48,116.27,0
cricket,0.516,0.595,0.4817,0.6479,1,0.4001,128.45,177.98,7.59,7.15,1
cricket,0.5123,0.6326,0.5617,0.5716,0,0.3806,148.16,153.8,7.07,7.24,0
football,0.6871,0.638,0.5913,0.6303,1,0.5008,1.88,2.05,1.16,1.12,0
basketball,0.5566,0.5216,0.609,0.5316,1,0.4905,135.0,104.11,122.19,109.04,1
football,0.5436,0.7245,0.5278,0.5763,0,0.5058,1.31,1.64,0.84,0.94,0
cricket,0.5513,0.4026,0.5201,0.5211,1,0.4921,143.74,143.93,7.78,7.77,0
cricket,0.6306,0.9009,0.6299,0.7104,1,0.4745,165.09,209.79,6.63,7.24,1
basketball,0.6748,0.6577,0.5465,0.5179,1,0.5659,114.29,108.97,119.08,120.33,1
basketball,0.6451,0.584,0.5898,0.5984,0,0.6229,112.37,112.82,102.77,100.71,0
football,0.7408,0.6689,0.9181,0.6159,0,0.6317,3.01,1.92,0.51,1.05,1
cricket,0.5782,0.5323,0.4645,0.5234,1,0.4737,133.12,152.57,8.37,8.36,1
cricket,0.6458,0.6262,0.6081,0.4669,0,0.4825,169.13,150.65,7.48,9.63,1
cricket,0.5231,0.7393,0.6598,0.5973,0,0.6411,149.6,160.94,4.72,7.14,0
football,0.7888,0.7814,0.7549,0.7761,1,0.5698,2.19,2.6,0.52,0.9,0
basketball,0.6215,0.7663,0.5439,0.5881,0,0.405,110.1,118.99,113.84,112.83,1
football,0.6372,0.8061,0.576,0.8641,0,0.4408,1.75,2.71,1.09,0.49,0
cricket,0.4472,0.7105,0.4181,0.5075,0,0.5147,138.92,126.85,9.97,6.82,0
cricket,0.5061,0.7104,0.5392,0.6529,0,0.2867,137.95,164.27,6.87,6.0,0
cricket,0.6302,0.5669,0.6447,0.555,0,0.5063,172.73,152.47,6.84,7.56,1
basketball,0.843,0.5262,0.6427,0.5934,0,0.4967,124.24,124.57,103.35,119.25,0
football,0.7867,0.5563,0.4582,0.4704,1,0.5184,0.96,1.48,0.84,1.41,1
cricket,0.6351,0.574,0.5141,0.6365,0,0.4217,143.33,180.37,7.9,7.62,1
football,0.686,0.8524,0.516,0.7994,0,0.3831,1.48,2.34,1.13,0.42,0
cricket,0.6513,0.7732,0.5719,0.6706,0,0.477,169.24,178.34,8.39,6.61,1
football,0.7013,0.7054,0.5612,0.5705,0,0.4655,1.63,1.4,1.03,0.69,1
basketball,0.5985,0.4031,0.5526,0.5097,0,0.5632,107.7,107.37,107.64,120.58,0
football,0.8221,0.7574,0.6532,0.577,0,0.4657,1.64,1.58,0.47,0.87,1
football,0.716,0.932,0.6508,0.5614,1,0.5322,1.89,1.5,0.79,0.86,0
basketball,0.4624,0.712,0.5096,0.534,0,0.5682,98.59,101.69,107.95,104.79,1
cricket,0.4328,0.4999,0.4079,0.5882,0,0.5514,113.03,149.51,8.28,6.51,1
basketball,0.7645,0.8184,0.5867,0.5993,1,0.548,111.13,109.04,101.95,95.0,1
cricket,0.5436,0.6146,0.4742,0.5572,1,0.5593,137.61,144.83,8.47,6.93,0
football,0.731,0.8202,0.707,0.5221,1,0.5278,2.21,1.2,0.84,0.73,0
cricket,0.5871,0.6459,0.5862,0.5958,1,0.6497,160.68,151.81,7.4,6.49,0
football,0.7624,0.6935,0.5613,0.5264,0,0.4895,1.57,1.85,0.96,1.52,0
basketball,0.7851,0.8778,0.58,0.6175,0,0.6301,107.1,119.58,98.21,104.51,1
football,0.7048,0.6181,0.7103,0.839,1,0.475,2.1,2.59,0.69,0.49,1
football,0.9316,0.737,0.8626,0.6302,1,0.3549,2.73,1.74,0.52,0.74,1
cricket,0.6063,0.6038,0.5778,0.6136,0,0.4193,154.67,162.52,7.16,6.85,0
cricket,0.6801,0.5546,0.6288,0.6125,0,0.6054,157.84,165.13,6.12,7.07,1
basketball,0.6959,0.6377,0.6234,0.6412,1,0.5193,122.8,135.0,107.31,112.13,1
cricket,0.7477,0.6668,0.6644,0.6017,1,0.5543,170.23,157.75,6.16,6.79,0
cricket,0.481,0.7635,0.528,0.6427,1,0.5364,130.48,173.82,6.59,6.97,0
football,0.6521,0.6636,0.4896,0.5493,0,0.5315,1.67,1.63,1.53,1.11,0
basketball,0.5965,0.5667,0.5484,0.5344,1,0.4055,115.36,108.89,120.01,115.05,0
football,0.7277,0.9719,0.392,0.9291,1,0.3816,1.05,3.06,1.36,0.44,1
football,0.6544,0.6264,0.6307,0.5059,1,0.5139,2.07,1.24,1.15,0.89,1
basketball,0.5602,0.8708,0.5423,0.6566,0,0.5038,107.52,135.0,110.6,107.33,0
cricket,0.7899,0.6102,0.4846,0.4546,1,0.4046,145.48,119.26,8.8,7.58,0
basketball,0.5837,0.5593,0.5787,0.5885,1,0.4554,122.51,107.52,120.86,96.18,1
football,0.761,0.7664,0.63,0.4623,0,0.4868,2.01,1.28,1.07,1.22,1
cricket,0.6496,0.6133,0.6024,0.6115,0,0.4178,149.77,158.72,6.17,6.62,1
football,0.7141,0.725,0.7112,0.5333,0,0.5743,2.07,1.41,0.64,0.93,1
cricket,0.5241,0.6895,0.5513,0.6155,0,0.433,150.1,152.65,7.47,6.06,1
basketball,0.7144,0.7035,0.5506,0.6152,0,0.5183,109.92,122.65,111.47,109.67,1
basketball,0.4771,0.7451,0.5129,0.518,0,0.4322,107.87,111.39,120.29,123.78,1
cricket,0.5169,0.6296,0.608,0.5309,1,0.4425,149.77,144.02,6.03,7.53,1
basketball,0.8356,0.5652,0.618,0.5364,0,0.3955,117.0,111.05,100.61,117.55,1
basketball,0.5872,0.6253,0.5272,0.5596,0,0.4789,102.85,106.87,108.6,104.27,1
basketball,0.5874,0.6887,0.6165,0.575,0,0.586,122.66,112.39,109.25,107.42,0
football,0.7199,0.8225,0.7568,0.5969,1,0.3118,2.36,1.78,0.72,0.99,1
football,0.7199,0.6945,0.5896,0.4625,1,0.6634,1.74,1.22,1.0,1.14,1
basketball,0.4296,0.5246,0.5621,0.686,0,0.4563,112.1,135.0,111.03,98.14,0
basketball,0.6834,0.7693,0.5252,0.5373,1,0.409,110.22,115.38,119.86,123.5,0
basketball,0.5248,0.7062,0.5432,0.6096,0,0.6078,103.43,120.54,104.44,108.36,1
football,0.8032,0.671,0.6135,0.4264,1,0.6692,1.98,1.15,1.14,1.27,1
basketball,0.7127,0.7384,0.6524,0.5691,1,0.4201,127.89,114.91,105.58,112.9,0
cricket,0.7125,0.5809,0.6071,0.537,1,0.6336,156.5,146.47,6.56,7.56,0
cricket,0.8311,0.7169,0.751,0.5536,0,0.6248,198.11,141.98,6.08,6.81,1
cricket,0.8887,0.7238,0.6278,0.6169,1,0.5211,158.52,141.05,6.2,5.16,1
football,0.652,0.6212,0.4862,0.6714,0,0.4093,1.2,1.88,0.97,0.65,1
football,0.7719,0.771,0.59,0.8609,0,0.4445,1.62,2.69,0.84,0.49,0
cricket,0.5901,0.6944,0.5658,0.6902,0,0.4261,147.05,172.86,6.89,5.71,1
basketball,0.6415,0.7491,0.6275,0.6502,0,0.478,122.57,120.07,105.71,95.0,1
basketball,0.6092,0.6907,0.5662,0.632,0,0.5407,105.55,120.58,100.3,101.43,1
football,0.7709,0.9224,0.5332,0.5958,0,0.2462,1.54,1.52,1.09,0.67,0
football,0.8094,0.8048,0.6432,0.6697,0,0.4738,1.79,2.03,0.72,0.85,0
basketball,0.4843,0.5372,0.599,0.5207,1,0.3594,121.86,109.1,113.58,119.65,1
football,0.7152,0.99,0.5786,0.5748,1,0.5799,1.27,1.63,0.48,0.95,0
basketball,0.6349,0.903,0.4902,0.5326,0,0.2991,97.8,101.61,112.85,105.11,1
basketball,0.6922,0.6928,0.6312,0.5285,1,0.4671,127.53,105.91,111.68,112.59,1
basketball,0.5849,0.5704,0.5106,0.6231,1,0.6703,95.74,127.88,103.52,114.73,0
cricket,0.6587,0.7419,0.606,0.5577,0,0.4157,156.24,147.0,6.57,7.08,0
basketball,0.5539,0.728,0.5822,0.6558,0,0.6279,117.03,133.33,111.85,107.58,0
cricket,0.6126,0.4225,0.5345,0.5246,0,0.5112,138.08,140.32,6.99,7.41,0
basketball,0.4993,0.7566,0.5473,0.5609,0,0.3458,98.49,119.17,96.03,121.59,0
cricket,0.4857,0.5942,0.5406,0.5828,0,0.4907,126.74,155.36,5.99,7.08,1
football,0.9461,0.7191,0.6887,0.4501,1,0.5083,1.84,0.99,0.5,0.92,0
football,0.8316,0.8289,0.7304,0.666,1,0.5575,2.29,2.26,0.79,1.16,1
basketball,0.5458,0.8239,0.5629,0.622,0,0.4558,120.23,124.38,122.5,110.03,0
football,0.7599,0.7171,0.6582,0.5247,1,0.435,1.87,1.37,0.72,0.93,0
cricket,0.649,0.9545,0.5842,0.6186,0,0.4203,139.41,165.46,5.85,6.95,0
basketball,0.7431,0.7674,0.6073,0.5799,1,0.5018,110.78,115.61,95.0,110.54,0
cricket,0.6284,0.6661,0.6384,0.6348,0,0.4932,166.13,150.44,6.5,5.41,0
cricket,0.4204,0.766,0.5176,0.5632,0,0.388,134.53,140.38,7.15,6.45,0
cricket,0.6346,0.6055,0.5379,0.6045,1,0.4897,148.86,157.08,7.72,6.67,0
cricket,0.6025,0.7618,0.4207,0.6523,0,0.5629,122.27,171.72,8.65,6.57,0
football,0.6065,0.7213,0.5135,0.8465,0,0.4646,1.46,2.81,1.11,0.72,1
football,0.7055,0.6828,0.6431,0.6676,1,0.4675,1.57,1.95,0.45,0.77,1
basketball,0.6134,0.7307,0.5374,0.5143,0,0.5051,104.4,110.9,107.65,124.24,0
football,0.99,0.963,0.6983,0.8914,1,0.5461,2.11,2.88,0.78,0.53,0
cricket,0.6721,0.7076,0.5548,0.5561,0,0.6282,150.14,152.14,7.39,7.51,1
football,0.8422,0.8313,0.6878,0.6986,1,0.4979,1.88,2.04,0.55,0.69,0
cricket,0.5935,0.7984,0.5428,0.5299,1,0.3409,157.21,146.38,8.22,7.73,1
basketball,0.6372,0.6639,0.6135,0.62,1,0.4785,113.12,113.7,96.44,95.24,0
football,0.7224,0.6347,0.5756,0.6451,1,0.5091,1.49,2.01,0.77,0.98,0
cricket,0.5763,0.3912,0.4977,0.6019,1,0.3698,132.66,163.54,7.51,7.22,1
football,0.8603,0.8093,0.8645,0.498,1,0.6549,2.8,1.4,0.59,1.13,1
football,0.99,0.7809,0.6227,0.675,1,0.7096,1.69,2.17,0.72,0.99,0
basketball,0.4624,0.6679,0.5299,0.6117,1,0.4989,101.69,118.08,106.09,104.13,0
football,0.7134,0.788,0.673,0.7189,1,0.5102,2.03,2.38,0.84,0.98,1
basketball,0.7177,0.3221,0.6532,0.5929,0,0.6247,121.15,110.52,95.61,99.12,0
cricket,0.8053,0.547,0.6189,0.5679,0,0.4458,170.2,152.54,7.29,7.24,0
cricket,0.712,0.6746,0.6345,0.6095,1,0.5335,166.29,160.28,6.61,6.78,1
football,0.6015,0.6163,0.518,0.7643,1,0.4093,1.6,2.39,1.26,0.71,0
cricket,0.6739,0.4879,0.5891,0.5968,0,0.5549,153.61,161.69,6.79,7.21,1
football,0.7066,0.6703,0.6528,0.4533,1,0.4327,2.06,1.25,1.0,1.23,1
basketball,0.6949,0.6052,0.6818,0.5848,0,0.3974,129.58,115.58,98.84,108.95,1
cricket,0.6813,0.3673,0.5853,0.5443,1,0.4827,153.16,141.28,6.85,6.99,1
football,0.588,0.7228,0.675,0.71,0,0.4437,2.18,2.36,1.01,1.01,1
basketball,0.5918,0.4921,0.618,0.5805,1,0.5903,124.41,107.74,111.31,98.99,1
basketball,0.3815,0.6947,0.6236,0.6273,1,0.4269,124.28,122.24,109.39,105.29,0
basketball,0.526,0.6445,0.5074,0.6844,1,0.5008,105.17,135.0,118.13,98.63,1
football,0.6183,0.8033,0.5892,0.7408,1,0.5106,1.57,2.44,0.78,0.92,1
basketball,0.99,0.5407,0.548,0.634,1,0.5,118.73,123.08,125.38,104.39,0
football,0.6699,0.6564,0.5349,0.5692,1,0.5881,1.44,1.88,0.95,1.29,0
cricket,0.8547,0.6536,0.5625,0.5649,1,0.5079,166.37,138.44,8.42,6.26,1
basketball,0.7116,0.8616,0.6686,0.4875,1,0.5117,131.16,96.43,103.55,111.74,1
cricket,0.6158,0.6082,0.5579,0.5569,0,0.5676,139.36,151.91,6.51,7.47,1
cricket,0.7448,0.8338,0.5922,0.6445,0,0.5056,152.18,165.79,6.61,6.32,0
cricket,0.5744,0.4999,0.5079,0.5741,1,0.3982,141.45,142.37,7.91,6.32,0
cricket,0.5347,0.4293,0.6082,0.5561,0,0.3374,160.6,143.53,6.84,6.86,1
football,0.7672,0.7278,0.7193,0.3328,0,0.5842,2.17,0.97,0.72,1.64,1
cricket,0.5202,0.5931,0.492,0.6124,1,0.4091,136.83,165.65,7.96,7.11,1
football,0.5416,0.8353,0.6161,0.6228,0,0.5774,2.07,1.51,1.24,0.5,1
football,0.7934,0.8051,0.4805,0.699,0,0.4247,1.15,2.27,0.94,0.97,0
football,0.7995,0.8465,0.5107,0.7062,1,0.5475,1.67,2.28,1.39,0.93,1
basketball,0.6949,0.607,0.5011,0.5181,0,0.5527,104.22,110.67,118.73,122.72,0
cricket,0.4992,0.7545,0.7179,0.5922,1,0.4155,195.28,156.59,6.7,6.94,0
basketball,0.4908,0.5367,0.5297,0.5171,1,0.4759,109.85,107.53,117.89,118.5,1
basketball,0.7626,0.6762,0.6195,0.6585,0,0.4214,122.8,128.95,108.54,105.21,0
football,0.6997,0.7514,0.4699,0.5206,0,0.486,1.25,1.42,1.12,1.03,0
cricket,0.8724,0.5898,0.6674,0.6085,1,0.5286,178.57,159.35,6.71,6.74,1
basketball,0.5888,0.6324,0.6212,0.5694,0,0.5273,120.77,113.82,105.07,111.22,1
cricket,0.7059,0.5596,0.6236,0.6365,0,0.551,154.69,154.5,6.01,5.67,1
cricket,0.5042,0.6621,0.6247,0.6864,1,0.4215,154.28,183.55,5.95,6.61,0
football,0.8746,0.7965,0.6026,0.4271,0,0.6301,1.5,1.06,0.61,1.15,1
football,0.8338,0.862,0.6765,0.6272,0,0.4527,2.2,1.53,1.02,0.49,1
cricket,0.7084,0.6257,0.4946,0.6427,0,0.4913,127.77,167.66,7.22,6.51,1
cricket,0.7679,0.5312,0.6006,0.6804,0,0.5025,156.99,173.51,6.76,6.0,0
basketball,0.6831,0.8171,0.5994,0.5847,1,0.4441,113.04,114.27,100.73,107.1,1
cricket,0.577,0.7339,0.56,0.6644,0,0.3636,145.52,180.74,6.91,6.94,1
basketball,0.6221,0.6104,0.5564,0.5724,0,0.5805,103.89,124.02,100.98,130.0,0
football,0.6843,0.5784,0.5857,0.5205,0,0.5995,1.63,1.32,0.88,0.89,1
cricket,0.5728,0.7333,0.5629,0.5583,1,0.5418,160.32,147.42,7.95,7.1,1
football,0.7322,0.6907,0.4716,0.744,1,0.5099,1.25,2.38,1.11,0.83,0
basketball,0.6555,0.7369,0.646,0.5755,0,0.5417,122.06,110.34,99.15,104.3,1
basketball,0.6206,0.6911,0.5258,0.5366,0,0.5358,107.19,106.15,115.29,110.42,1
football,0.6103,0.9202,0.5318,0.9003,1,0.388,1.19,3.03,0.66,0.62,1
basketball,0.6758,0.8889,0.533,0.5629,0,0.5094,110.22,114.89,117.4,114.79,1
cricket,0.8557,0.5873,0.5879,0.5665,0,0.5475,149.16,154.29,6.49,7.41,0
basketball,0.6489,0.7499,0.5381,0.5661,0,0.4601,107.15,116.4,111.38,115.98,0
cricket,0.7103,0.7242,0.6677,0.4569,1,0.5011,181.48,109.87,6.92,6.82,1
basketball,0.4665,0.4838,0.6277,0.5396,1,0.6265,133.37,110.93,116.35,116.36,1
cricket,0.7505,0.7802,0.5737,0.643,0,0.5165,156.12,161.43,7.37,6.03,1
cricket,0.5689,0.6175,0.5429,0.6681,1,0.5019,153.43,172.12,7.93,6.21,0
football,0.6551,0.5693,0.6904,0.5391,1,0.4777,2.37,1.26,1.15,0.7,0
basketball,0.5833,0.6709,0.615,0.5229,1,0.4455,126.89,104.03,115.83,111.63,1
basketball,0.4691,0.7361,0.5665,0.582,0,0.3874,122.73,117.95,129.84,113.24,0
cricket,0.6392,0.6374,0.5474,0.5012,0,0.4903,153.89,135.83,7.86,7.66,0
basketball,0.5117,0.753,0.648,0.5456,0,0.5867,126.75,103.28,105.31,103.47,0
cricket,0.6208,0.8617,0.5175,0.6249,0,0.4545,132.71,156.06,7.02,6.08,1
basketball,0.6806,0.6121,0.5937,0.636,1,0.5439,128.63,126.07,125.23,108.08,1
cricket,0.5514,0.5939,0.5266,0.5735,1,0.5693,138.99,149.1,7.26,6.84,1
cricket,0.7706,0.7665,0.6654,0.4985,0,0.5456,156.68,134.87,5.12,7.65,1
basketball,0.7024,0.5796,0.4445,0.566,1,0.5469,95.66,107.33,124.08,102.92,0
football,0.5633,0.9166,0.5703,0.6928,0,0.464,1.75,2.03,1.12,0.71,0
football,0.7228,0.7793,0.474,0.712,1,0.5018,1.28,2.08,1.14,0.65,0
basketball,0.6665,0.5915,0.5824,0.5346,1,0.4992,113.84,104.61,107.19,108.83,1
football,0.7409,0.7801,0.5441,0.5095,1,0.4059,1.45,1.33,0.91,0.98,0
basketball,0.4918,0.6713,0.6233,0.5812,0,0.4276,133.87,118.05,117.72,113.62,1
football,0.7782,0.7491,0.6137,0.847,1,0.5197,1.57,2.78,0.62,0.68,1
football,0.7016,0.8676,0.714,0.674,1,0.5955,2.41,2.03,1.05,0.83,1
cricket,0.5126,0.5623,0.626,0.5077,0,0.486,161.13,128.02,6.44,6.91,1
cricket,0.6133,0.5525,0.511,0.5675,0,0.5372,153.42,160.6,8.73,7.86,0
cricket,0.6232,0.667,0.5755,0.5631,1,0.4512,156.92,160.76,7.38,7.98,1
cricket,0.6135,0.7469,0.5953,0.6067,0,0.4256,160.75,160.88,7.17,6.9,1
football,0.9148,0.7143,0.7415,0.6597,1,0.5938,2.13,1.85,0.53,0.69,1
football,0.7924,0.6417,0.8141,0.8002,1,0.4204,2.77,2.27,0.87,0.33,1
football,0.8024,0.7535,0.8124,0.5892,0,0.4966,2.75,2.01,0.87,1.33,1
football,0.7518,0.677,0.7662,0.5524,0,0.5292,2.41,1.44,0.72,0.85,1
football,0.5908,0.8195,0.4991,0.6095,1,0.4613,1.42,1.55,1.15,0.63,1
football,0.6753,0.5645,0.4554,0.8255,0,0.4059,1.6,2.68,1.66,0.69,0
basketball,0.776,0.6764,0.5496,0.6291,1,0.5522,116.61,125.85,121.42,109.93,0
basketball,0.714,0.7527,0.5924,0.6164,0,0.4773,116.19,117.0,107.44,101.11,0
cricket,0.6041,0.5599,0.6021,0.4411,1,0.6311,155.24,120.41,6.59,8.0,1
basketball,0.6499,0.6066,0.6508,0.62,1,0.5044,123.55,132.56,99.81,118.74,0
cricket,0.5476,0.6875,0.6039,0.6198,0,0.5378,162.51,170.05,7.09,7.26,1
football,0.6158,0.717,0.562,0.4463,1,0.485,1.36,1.66,0.68,1.78,1
basketball,0.5988,0.3642,0.5098,0.537,1,0.5866,110.45,108.42,126.75,113.58,1
cricket,0.5453,0.6292,0.5954,0.7035,1,0.5329,154.97,185.58,6.74,6.33,0
cricket,0.6407,0.7188,0.6066,0.653,1,0.5493,151.8,154.9,6.22,5.29,0
football,0.6633,0.6871,0.5416,0.5806,1,0.2741,1.85,1.7,1.43,1.0,0
basketball,0.6206,0.6674,0.6641,0.6644,0,0.4389,125.17,128.69,97.99,103.0,0
basketball,0.4695,0.5572,0.4885,0.6315,0,0.489,102.59,133.34,120.29,115.14,0
football,0.8508,0.6379,0.7399,0.5748,0,0.4477,2.23,1.78,0.66,1.13,0
basketball,0.5556,0.7357,0.5678,0.6379,1,0.4723,120.51,117.66,121.38,95.35,0
cricket,0.6477,0.6842,0.5768,0.6639,0,0.3652,149.36,177.28,6.78,6.7,0
football,0.7042,0.9025,0.4993,0.7755,0,0.4014,1.42,2.31,1.15,0.54,1
cricket,0.6313,0.6947,0.6288,0.5959,1,0.3506,174.02,167.23,7.33,7.64,1
basketball,0.5878,0.6122,0.6006,0.5664,0,0.5301,129.69,112.64,124.36,110.46,1
football,0.5265,0.5976,0.5202,0.6281,0,0.3864,1.7,1.61,1.38,0.59,1
cricket,0.7362,0.4833,0.6355,0.5416,0,0.4069,157.09,142.33,5.89,7.14,0
basketball,0.7596,0.6678,0.66,0.563,0,0.4171,122.21,108.21,95.0,105.13,1
cricket,0.5532,0.7258,0.5139,0.701,1,0.3887,130.32,185.36,6.93,6.38,1
basketball,0.6869,0.496,0.5297,0.6003,0,0.4111,109.98,115.16,118.09,103.51,0
cricket,0.7654,0.7462,0.6751,0.6876,1,0.4825,166.66,195.84,5.62,7.5,1
cricket,0.7035,0.7409,0.6932,0.5946,1,0.4572,174.51,156.49,5.76,6.87,1
cricket,0.6198,0.7871,0.6459,0.7362,1,0.4764,182.1,190.63,7.51,5.89,0
football,0.8462,0.654,0.6867,0.6087,1,0.5283,2.09,1.84,0.82,1.0,1
football,0.8668,0.6802,0.6494,0.6277,0,0.7776,2.07,1.98,1.03,1.05,1
football,0.8259,0.5999,0.7527,0.2751,0,0.4745,2.22,0.68,0.57,1.63,1
basketball,0.6764,0.6284,0.5976,0.5796,1,0.4733,111.98,107.49,99.74,98.92,1
cricket,0.8349,0.6002,0.6018,0.5834,0,0.6805,166.27,162.28,7.42,7.59,1
basketball,0.5217,0.6583,0.5137,0.6483,0,0.4596,104.54,124.54,115.25,102.03,0
cricket,0.6452,0.8432,0.5782,0.6228,0,0.5767,153.1,166.15,7.03,6.89,0
cricket,0.7809,0.7635,0.5928,0.5606,0,0.5976,150.2,152.19,6.45,7.4,1
football,0.759,0.9721,0.7383,0.6817,0,0.6566,2.16,2.06,0.58,0.81,1
cricket,0.4347,0.7465,0.4738,0.7476,0,0.509,131.38,191.62,8.01,5.68,1
cricket,0.616,0.5999,0.5452,0.5934,1,0.5999,142.59,157.2,7.07,6.95,1
football,0.7888,0.7179,0.5545,0.7716,1,0.4517,1.65,2.28,1.1,0.53,1
football,0.6127,0.8448,0.5836,0.5494,0,0.3735,1.73,1.22,1.01,0.59,1
football,0.6157,0.6756,0.8183,0.7468,1,0.6922,2.87,2.39,0.98,0.82,1
basketball,0.6473,0.5453,0.5481,0.6703,0,0.4427,104.6,124.43,104.59,95.0,1
cricket,0.4489,0.5057,0.4673,0.5645,1,0.3801,131.83,155.21,8.21,7.53,0
football,0.8308,0.6502,0.7399,0.5215,0,0.635,2.1,1.47,0.51,1.08,0
football,0.6235,0.6177,0.5096,0.593,1,0.3995,1.6,1.78,1.31,1.02,1
basketball,0.642,0.6146,0.4643,0.6301,1,0.4394,95.0,115.73,116.93,95.0,1
football,0.8396,0.6556,0.6685,0.697,1,0.4494,1.96,1.94,0.77,0.57,1
cricket,0.809,0.7581,0.6991,0.8192,1,0.4166,173.81,218.53,5.56,4.52,1
cricket,0.637,0.7119,0.6218,0.5791,0,0.4075,156.46,154.02,6.19,7.07,1
football,0.8696,0.6542,0.6015,0.5646,0,0.5586,1.54,1.87,0.66,1.31,0
basketball,0.5029,0.8023,0.6074,0.5453,0,0.4271,125.5,111.31,116.2,115.14,0
football,0.5003,0.8451,0.4893,0.8012,1,0.3953,1.36,2.33,1.14,0.41,0
cricket,0.5062,0.7663,0.5479,0.625,0,0.3693,159.51,157.94,8.27,6.22,1
cricket,0.5972,0.6517,0.602,0.703,0,0.4442,162.11,196.37,7.11,7.15,1
basketball,0.5315,0.6062,0.6016,0.5273,1,0.4641,116.62,112.12,105.2,121.92,1
cricket,0.588,0.6606,0.5749,0.5985,1,0.4949,161.85,161.56,7.77,7.16,1
cricket,0.9271,0.6414,0.7359,0.5083,1,0.6552,182.09,132.7,5.26,7.25,1
football,0.8569,0.7903,0.7713,0.6766,1,0.5471,2.33,2.12,0.59,0.92,0
basketball,0.7625,0.855,0.5643,0.6453,1,0.5175,113.2,119.02,111.93,95.0,1
basketball,0.7105,0.565,0.6516,0.4756,1,0.5111,124.22,103.04,100.54,127.65,0
football,0.9003,0.8619,0.6046,0.7456,0,0.4487,1.78,2.42,0.95,0.87,0
basketball,0.6638,0.7288,0.5625,0.6163,0,0.3816,113.32,117.45,112.65,101.81,0
football,0.6846,0.6539,0.6077,0.6351,0,0.4311,1.86,1.65,1.03,0.6,0
cricket,0.5868,0.4583,0.6022,0.5265,0,0.3753,162.28,129.53,7.12,6.55,0
basketball,0.552,0.6244,0.566,0.5805,1,0.5318,117.6,112.17,117.76,105.39,0
football,0.6616,0.7665,0.572,0.5887,0,0.575,1.41,1.38,0.68,0.54,1
